id,status,startedAt,stoppedAt,duracion_s
358,success,"2026-09-13 00:14:02.416","2026-09-13 00:14:04.401",1.985
359,success,"2026-09-13 00:14:05.681","2026-09-13 00:14:07.552",1.871
360,success,"2026-09-13 00:14:08.761","2026-09-13 00:14:11.634",2.873
361,success,"2026-09-13 00:14:11.106","2026-09-13 00:14:12.018",0.912
362,success,"2026-09-13 00:14:28.409","2026-09-13 00:14:29.378",0.969
363,success,"2026-09-13 00:14:31.496","2026-09-13 00:14:33.455",1.959
364,success,"2026-09-13 00:14:35.194","2026-09-13 00:14:38.151",2.957
365,success,"2026-09-13 00:14:39.277","2026-09-13 00:14:41.068",1.791
366,success,"2026-09-13 00:14:42.475","2026-09-13 00:14:45.897",3.422
367,success,"2026-09-13 00:14:46.310","2026-09-13 00:14:47.498",1.188
368,success,"2026-09-13 00:14:59.844","2026-09-13 00:15:00.893",1.049
369,success,"2026-09-13 00:15:02.283","2026-09-13 00:15:04.059",1.776
370,success,"2026-09-13 00:15:05.733","2026-09-13 00:15:07.885",2.152
371,success,"2026-09-13 00:15:09.322","2026-09-13 00:15:11.179",1.857
372,success,"2026-09-13 00:15:12.475","2026-09-13 00:15:15.938",3.463
373,success,"2026-09-13 00:15:16.462","2026-09-13 00:15:17.430",0.968
374,success,"2026-09-13 00:15:29.935","2026-09-13 00:15:30.913",0.978
375,success,"2026-09-13 00:15:32.406","2026-09-13 00:15:35.307",2.901
376,success,"2026-09-13 00:15:36.820","2026-09-13 00:15:38.790",1.97
377,success,"2026-09-13 00:15:40.114","2026-09-13 00:15:42.788",2.674
378,success,"2026-09-13 00:15:44.031","2026-09-13 00:15:45.795",1.764
379,success,"2026-09-13 00:15:47.117","2026-09-13 00:15:50.386",3.269
380,success,"2026-09-13 00:15:52.895","2026-09-13 00:15:54.711",1.816
381,error,"2026-09-13 00:15:55.846","2026-09-13 00:15:57.336",1.49
382,success,"2026-09-13 00:16:10.598","2026-09-13 00:16:12.591",1.993
383,success,"2026-09-13 00:16:15.263","2026-09-13 00:16:18.180",2.917
384,success,"2026-09-13 00:16:20.024","2026-09-13 00:16:22.082",2.058
385,success,"2026-09-13 00:16:23.623","2026-09-13 00:16:25.591",1.968
386,success,"2026-09-13 00:16:26.996","2026-09-13 00:16:29.360",2.364
387,success,"2026-09-13 00:16:31.271","2026-09-13 00:16:34.520",3.249
388,success,"2026-09-13 00:16:43.139","2026-09-13 00:16:44.145",1.006
389,success,"2026-09-13 00:16:56.390","2026-09-13 00:16:58.772",2.382
390,success,"2026-09-13 00:17:00.381","2026-09-13 00:17:02.463",2.082
391,success,"2026-09-13 00:17:04.011","2026-09-13 00:17:05.929",1.918
392,success,"2026-09-13 00:17:08.187","2026-09-13 00:17:11.020",2.833
393,success,"2026-09-13 00:17:12.870","2026-09-13 00:17:15.044",2.174
394,success,"2026-09-13 00:17:16.488","2026-09-13 00:17:20.010",3.522
395,success,"2026-09-13 00:17:22.010","2026-09-13 00:17:23.957",1.947
396,success,"2026-09-13 00:17:25.145","2026-09-13 00:17:26.922",1.777
397,success,"2026-09-13 00:17:28.644","2026-09-13 00:17:31.358",2.714
398,success,"2026-09-13 00:17:32.791","2026-09-13 00:17:34.581",1.79
399,success,"2026-09-13 00:17:35.934","2026-09-13 00:17:37.837",1.903
400,success,"2026-09-13 00:17:40.524","2026-09-13 00:17:43.007",2.483
401,success,"2026-09-13 00:17:44.792","2026-09-13 00:17:46.813",2.021
402,success,"2026-09-13 00:17:52.697","2026-09-13 00:17:53.884",1.187
403,success,"2026-09-13 00:18:04.849","2026-09-13 00:18:05.935",1.086
404,success,"2026-09-13 00:18:08.005","2026-09-13 00:18:10.178",2.173
405,success,"2026-09-13 00:18:12.473","2026-09-13 00:18:14.284",1.811
406,success,"2026-09-13 00:18:16.541","2026-09-13 00:18:26.098",9.557
407,success,"2026-09-13 00:18:28.858","2026-09-13 00:18:31.742",2.884
408,success,"2026-09-13 00:18:33.358","2026-09-13 00:18:36.355",2.997
409,success,"2026-09-13 00:18:38.588","2026-09-13 00:18:40.445",1.857
410,success,"2026-09-13 00:18:42.102","2026-09-13 00:18:43.958",1.856
411,success,"2026-09-13 00:18:45.671","2026-09-13 00:18:48.611",2.94
412,success,"2026-09-13 00:18:50.944","2026-09-13 00:18:51.932",0.988
413,success,"2026-09-13 00:19:05.027","2026-09-13 00:19:06.154",1.127
414,success,"2026-09-13 00:19:07.726","2026-09-13 00:19:10.248",2.522
415,success,"2026-09-13 00:19:14.788","2026-09-13 00:19:16.608",1.82
416,success,"2026-09-13 00:19:18.060","2026-09-13 00:19:19.969",1.909
417,success,"2026-09-13 00:19:21.701","2026-09-13 00:19:24.853",3.152
418,success,"2026-09-13 00:19:26.687","2026-09-13 00:19:28.471",1.784
419,success,"2026-09-13 00:19:30.626","2026-09-13 00:19:33.433",2.807
420,success,"2026-09-13 00:19:35.011","2026-09-13 00:19:36.871",1.86
421,success,"2026-09-13 00:19:38.597","2026-09-13 00:19:41.302",2.705
422,success,"2026-09-13 00:19:41.628","2026-09-13 00:19:42.550",0.922
423,success,"2026-09-13 00:19:53.991","2026-09-13 00:19:55.023",1.032
424,success,"2026-09-13 00:19:57.297","2026-09-13 00:19:59.165",1.868
425,success,"2026-09-13 00:20:01.211","2026-09-13 00:20:03.069",1.858
426,success,"2026-09-13 00:20:04.473","2026-09-13 00:20:06.410",1.937
427,success,"2026-09-13 00:20:08.174","2026-09-13 00:20:11.100",2.926
428,success,"2026-09-13 00:20:13.068","2026-09-13 00:20:14.888",1.82
429,success,"2026-09-13 00:20:29.043","2026-09-13 00:20:29.951",0.908
430,success,"2026-09-13 00:20:32.151","2026-09-13 00:20:34.111",1.96
431,success,"2026-09-13 00:20:35.772","2026-09-13 00:20:37.836",2.064
432,success,"2026-09-13 00:20:38.862","2026-09-13 00:20:40.712",1.85
433,success,"2026-09-13 00:20:42.385","2026-09-13 00:20:44.394",2.009
434,success,"2026-09-13 00:20:46.897","2026-09-13 00:20:48.690",1.793
435,success,"2026-09-13 00:21:02.525","2026-09-13 00:21:03.466",0.941
436,success,"2026-09-13 00:21:06.041","2026-09-13 00:21:07.930",1.889
437,success,"2026-09-13 00:21:09.887","2026-09-13 00:21:12.826",2.939
438,success,"2026-09-13 00:21:14.388","2026-09-13 00:21:16.292",1.904
439,success,"2026-09-13 00:21:18.018","2026-09-13 00:21:19.919",1.901
440,success,"2026-09-13 00:21:21.241","2026-09-13 00:21:23.044",1.803
441,success,"2026-09-13 00:21:32.348","2026-09-13 00:21:33.239",0.891
442,success,"2026-09-13 00:21:35.131","2026-09-13 00:21:37.026",1.895
443,success,"2026-09-13 00:21:39.345","2026-09-13 00:21:41.246",1.901
444,success,"2026-09-13 00:21:42.908","2026-09-13 00:21:44.755",1.847
445,success,"2026-09-13 00:21:47.407","2026-09-13 00:21:49.815",2.408
446,success,"2026-09-13 00:21:51.880","2026-09-13 00:21:52.772",0.892
